time,plate,well,raw_od,hour,well_id,plt_well,well_row,well_column,condition,ratio,xmic,mic ug/ml,OD_minimum_of_each_well,od_corrected,OD_zero_mean_of_each_group_replicate_timepoint,od_normalized
12:59:41,1,A1,0.266,12.99472,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.066,0.1653333333333333,0.39919354838709686
13:59:42,1,A1,0.266,13.995,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.066,0.1633333333333333,0.4040816326530613
14:59:43,1,A1,0.265,14.99528,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.065,0.16199999999999998,0.40123456790123463
15:59:44,1,A1,0.264,15.99556,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.064,0.1613333333333333,0.3966942148760331
16:59:45,1,A1,0.263,16.99583,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.063,0.15999999999999998,0.39375000000000004
17:59:44,1,A1,0.262,17.99556,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.062,0.15999999999999998,0.38750000000000007
18:59:45,1,A1,0.262,18.99583,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.062,0.1593333333333333,0.38912133891213396
19:59:47,1,A1,0.26,19.99639,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.06,0.1583333333333333,0.3789473684210527
20:59:47,1,A1,0.261,20.99639,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.061,0.15866666666666665,0.38445378151260506
21:59:49,1,A1,0.258,21.99694,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996,0.1593333333333333,0.3640167364016737
22:59:50,1,A1,0.258,22.99722,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996,0.15966666666666665,0.36325678496868474
23:59:51,1,A1,0.258,23.9975,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996,0.1573333333333333,0.36864406779661024
24:59:51,1,A1,0.257,24.9975,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.056999999999999995,0.1583333333333333,0.36000000000000004
25:59:52,1,A1,0.258,25.99778,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996,0.1583333333333333,0.36631578947368426
26:59:54,1,A1,0.258,26.99833,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996,0.15799999999999997,0.3670886075949367
27:59:54,1,A1,0.258,27.99833,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996,0.15799999999999997,0.3670886075949367
28:59:55,1,A1,0.258,28.99861,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996,0.15799999999999997,0.3670886075949367
29:59:56,1,A1,0.258,29.99889,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996,0.15799999999999997,0.3670886075949367
30:59:57,1,A1,0.258,30.99917,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996,0.15799999999999997,0.3670886075949367
31:59:58,1,A1,0.258,31.99944,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996,0.15866666666666665,0.365546218487395
32:59:58,1,A1,0.259,32.99944,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.059,0.15999999999999998,0.36875
34:00:00,1,A1,0.258,34.0,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.057999999999999996,0.1593333333333333,0.3640167364016737
35:00:01,1,A1,0.259,35.00028,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.059,0.15899999999999997,0.37106918238993714
36:00:01,1,A1,0.259,36.00028,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.059,0.15966666666666665,0.36951983298538627
37:00:02,1,A1,0.259,37.00056,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.059,0.15999999999999998,0.36875
38:00:03,1,A1,0.26,38.00083,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.06,0.1603333333333333,0.3742203742203743
39:00:04,1,A1,0.261,39.00111,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.061,0.15999999999999998,0.38125000000000003
40:00:05,1,A1,0.26,40.00139,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.06,0.16066666666666665,0.37344398340248963
41:00:06,1,A1,0.261,41.00167,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.061,0.16166666666666665,0.377319587628866
42:00:06,1,A1,0.261,42.00167,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.061,0.16166666666666665,0.377319587628866
43:00:08,1,A1,0.261,43.00222,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.061,0.16199999999999998,0.37654320987654327
44:00:09,1,A1,0.262,44.0025,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.062,0.16299999999999998,0.3803680981595092
45:00:09,1,A1,0.262,45.0025,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.062,0.16399999999999998,0.37804878048780494
46:00:11,1,A1,0.263,46.00306,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.063,0.16466666666666666,0.3825910931174089
47:00:11,1,A1,0.263,47.00306,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.063,0.16499999999999998,0.3818181818181819
48:00:12,1,A1,0.264,48.00333,SPL1,1 - SPL1,A,1,SF,20,128.0,29.19296,0.2,0.064,0.16566666666666666,0.38631790744466804
0:00:34,2,A1,0.201,0.00944,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.03,0.03,1.0
0:59:29,2,A1,0.217,0.99139,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.031,0.03,1.0333333333333334
1:59:31,2,A1,0.188,1.99194,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.03,0.03,1.0
2:59:31,2,A1,0.186,2.99194,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.03,0.03,1.0
3:59:33,2,A1,0.189,3.9925,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.03,0.061333333333333344,0.4891304347826086
4:59:33,2,A1,0.193,4.9925,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.03,0.11766666666666666,0.254957507082153
5:59:34,2,A1,0.199,5.99278,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.03,0.12633333333333333,0.237467018469657
6:59:35,2,A1,0.207,6.99306,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.03,0.12833333333333333,0.23376623376623376
7:59:36,2,A1,0.22,7.99333,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.034,0.12866666666666668,0.26424870466321243
8:59:37,2,A1,0.234,8.99361,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.048000000000000015,0.129,0.37209302325581406
9:59:38,2,A1,0.245,9.99389,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.059,0.129,0.4573643410852713
10:59:39,2,A1,0.242,10.99417,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.055999999999999994,0.12866666666666668,0.4352331606217616
11:59:40,2,A1,0.241,11.99444,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05499999999999999,0.12766666666666668,0.4308093994778067
12:59:41,2,A1,0.241,12.99472,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05499999999999999,0.12566666666666668,0.4376657824933686
13:59:42,2,A1,0.24,13.995,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05399999999999999,0.12433333333333334,0.43431635388739936
14:59:43,2,A1,0.239,14.99528,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05299999999999999,0.12366666666666666,0.42857142857142855
15:59:44,2,A1,0.238,15.99556,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05199999999999999,0.12233333333333334,0.42506811989100807
16:59:44,2,A1,0.237,16.99556,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05099999999999999,0.12166666666666666,0.41917808219178077
17:59:44,2,A1,0.238,17.99556,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05199999999999999,0.122,0.42622950819672123
18:59:45,2,A1,0.236,18.99583,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04999999999999999,0.122,0.4098360655737704
19:59:47,2,A1,0.236,19.99639,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04999999999999999,0.12166666666666666,0.41095890410958896
20:59:47,2,A1,0.236,20.99639,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04999999999999999,0.122,0.4098360655737704
21:59:49,2,A1,0.235,21.99694,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999,0.122,0.401639344262295
22:59:50,2,A1,0.235,22.99722,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999,0.12233333333333334,0.4005449591280653
23:59:51,2,A1,0.235,23.9975,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999,0.122,0.401639344262295
24:59:52,2,A1,0.235,24.99778,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999,0.122,0.401639344262295
25:59:53,2,A1,0.235,25.99806,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999,0.12266666666666666,0.3994565217391304
26:59:54,2,A1,0.235,26.99833,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999,0.12266666666666666,0.3994565217391304
27:59:54,2,A1,0.235,27.99833,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999,0.12366666666666666,0.39622641509433953
28:59:55,2,A1,0.235,28.99861,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999,0.12333333333333334,0.3972972972972972
29:59:56,2,A1,0.235,29.99889,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999,0.12433333333333334,0.3941018766756031
30:59:57,2,A1,0.235,30.99917,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04899999999999999,0.12466666666666666,0.3930481283422459
31:59:58,2,A1,0.236,31.99944,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.04999999999999999,0.12533333333333332,0.3989361702127659
32:59:58,2,A1,0.237,32.99944,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05099999999999999,0.12566666666666668,0.40583554376657816
34:00:00,2,A1,0.237,34.0,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05099999999999999,0.12666666666666668,0.4026315789473683
35:00:01,2,A1,0.238,35.00028,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05199999999999999,0.128,0.40624999999999994
36:00:02,2,A1,0.239,36.00056,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05299999999999999,0.129,0.41085271317829447
37:00:02,2,A1,0.24,37.00056,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05399999999999999,0.13033333333333333,0.41432225063938616
38:00:03,2,A1,0.241,38.00083,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05499999999999999,0.13166666666666668,0.41772151898734167
39:00:04,2,A1,0.241,39.00111,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.05499999999999999,0.133,0.4135338345864661
40:00:05,2,A1,0.243,40.00139,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.056999999999999995,0.13333333333333333,0.4275
41:00:06,2,A1,0.243,41.00167,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.056999999999999995,0.13533333333333333,0.4211822660098522
42:00:07,2,A1,0.244,42.00194,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.057999999999999996,0.13733333333333334,0.4223300970873786
43:00:08,2,A1,0.244,43.00222,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.057999999999999996,0.139,0.41726618705035967
44:00:09,2,A1,0.246,44.0025,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.06,0.1406666666666667,0.4265402843601895
45:00:10,2,A1,0.246,45.00278,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.06,0.14300000000000002,0.41958041958041953
46:00:11,2,A1,0.247,46.00306,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.061,0.14500000000000002,0.42068965517241375
47:00:11,2,A1,0.247,47.00306,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.061,0.1466666666666667,0.41590909090909084
48:00:12,2,A1,0.248,48.00333,SPL1,2 - SPL1,A,1,SF,20,128.0,29.19296,0.186,0.062,0.1506666666666667,0.411504424778761
0:00:34,3,A1,0.209,0.00944,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.03,0.03233333333333333,0.9278350515463918
0:59:29,3,A1,0.205,0.99139,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.03,0.03,1.0
1:59:31,3,A1,0.204,1.99194,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.03,0.03,1.0
2:59:31,3,A1,0.205,2.99194,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.03,0.03,1.0
3:59:33,3,A1,0.205,3.9925,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.03,0.042333333333333334,0.7086614173228346
4:59:33,3,A1,0.208,4.9925,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.03,0.1366666666666667,0.2195121951219512
5:59:35,3,A1,0.211,5.99306,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.03,0.2356666666666667,0.12729844413012728
6:59:35,3,A1,0.217,6.99306,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.03,0.24833333333333338,0.12080536912751676
7:59:36,3,A1,0.225,7.99333,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.03,0.24333333333333332,0.12328767123287672
8:59:37,3,A1,0.234,8.99361,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.030000000000000027,0.23900000000000002,0.12552301255230136
9:59:38,3,A1,0.246,9.99389,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.04200000000000001,0.2336666666666667,0.17974322396576323
10:59:38,3,A1,0.258,10.99389,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.05400000000000002,0.22866666666666666,0.23615160349854236
11:59:40,3,A1,0.267,11.99444,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.06300000000000003,0.22366666666666665,0.2816691505216097
12:59:41,3,A1,0.265,12.99472,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.061000000000000026,0.21766666666666667,0.28024502297090365
13:59:42,3,A1,0.264,13.995,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.060000000000000026,0.211,0.2843601895734598
14:59:43,3,A1,0.264,14.99528,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.060000000000000026,0.20733333333333334,0.28938906752411586
15:59:44,3,A1,0.263,15.99556,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.059000000000000025,0.20233333333333334,0.29159802306425053
16:59:44,3,A1,0.264,16.99556,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.060000000000000026,0.19833333333333333,0.3025210084033615
17:59:44,3,A1,0.263,17.99556,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.059000000000000025,0.19433333333333333,0.3036020583190396
18:59:45,3,A1,0.263,18.99583,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.059000000000000025,0.19233333333333333,0.30675909878682855
19:59:47,3,A1,0.263,19.99639,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.059000000000000025,0.18999999999999997,0.3105263157894739
20:59:48,3,A1,0.263,20.99667,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.059000000000000025,0.18799999999999997,0.31382978723404276
21:59:49,3,A1,0.263,21.99694,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.059000000000000025,0.18666666666666665,0.3160714285714287
22:59:50,3,A1,0.263,22.99722,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.059000000000000025,0.18633333333333332,0.3166368515205726
23:59:51,3,A1,0.264,23.9975,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.060000000000000026,0.18566666666666665,0.3231597845601438
24:59:51,3,A1,0.264,24.9975,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.060000000000000026,0.18533333333333332,0.32374100719424476
25:59:53,3,A1,0.265,25.99806,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.061000000000000026,0.18499999999999997,0.3297297297297299
26:59:54,3,A1,0.266,26.99833,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.06200000000000003,0.18466666666666665,0.33574007220216623
27:59:54,3,A1,0.266,27.99833,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.06200000000000003,0.18466666666666665,0.33574007220216623
28:59:55,3,A1,0.267,28.99861,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.06300000000000003,0.18433333333333332,0.34177215189873433
29:59:56,3,A1,0.268,29.99889,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.06400000000000003,0.18499999999999997,0.34594594594594613
30:59:57,3,A1,0.27,30.99917,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.06600000000000003,0.18499999999999997,0.356756756756757
31:59:58,3,A1,0.271,31.99944,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.06700000000000003,0.18466666666666665,0.3628158844765345
32:59:58,3,A1,0.274,32.99944,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.07000000000000003,0.18466666666666665,0.37906137184115546
34:00:00,3,A1,0.274,34.0,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.07000000000000003,0.18499999999999997,0.3783783783783786
35:00:01,3,A1,0.274,35.00028,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.07000000000000003,0.18533333333333332,0.3776978417266189
36:00:02,3,A1,0.276,36.00056,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.07200000000000004,0.18566666666666665,0.3877917414721726
37:00:02,3,A1,0.278,37.00056,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.07400000000000004,0.18599999999999997,0.39784946236559166
38:00:03,3,A1,0.28,38.00083,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.07600000000000004,0.18666666666666665,0.4071428571428574
39:00:04,3,A1,0.282,39.00111,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.07799999999999999,0.18666666666666665,0.4178571428571428
40:00:05,3,A1,0.287,40.00139,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.08299999999999999,0.18733333333333332,0.44306049822064053
41:00:06,3,A1,0.291,41.00167,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.087,0.18733333333333332,0.46441281138790036
42:00:07,3,A1,0.3,42.00194,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.096,0.18833333333333332,0.5097345132743363
43:00:08,3,A1,0.309,43.00222,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.10500000000000001,0.18866666666666665,0.5565371024734983
44:00:09,3,A1,0.317,44.0025,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.11300000000000002,0.18933333333333333,0.5968309859154931
45:00:10,3,A1,0.324,45.00278,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.12000000000000002,0.18966666666666665,0.6326889279437612
46:00:11,3,A1,0.323,46.00306,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.11900000000000002,0.18999999999999997,0.6263157894736844
47:00:11,3,A1,0.323,47.00306,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.11900000000000002,0.19099999999999998,0.6230366492146598
48:00:12,3,A1,0.318,48.00333,SPL1,3 - SPL1,A,1,SFP,20,128.0,29.19296,0.204,0.11400000000000002,0.19233333333333333,0.5927209705372618
0:00:34,4,A1,0.179,0.00944,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.03,0.03,1.0
0:59:29,4,A1,0.176,0.99139,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.03,0.03,1.0
1:59:31,4,A1,0.176,1.99194,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.03,0.03,1.0
2:59:31,4,A1,0.178,2.99194,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.03,0.03,1.0
3:59:33,4,A1,0.181,3.9925,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.03,0.042,0.7142857142857142
4:59:33,4,A1,0.184,4.9925,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.03,0.10166666666666668,0.2950819672131147
5:59:35,4,A1,0.191,5.99306,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.03,0.118,0.2542372881355932
6:59:35,4,A1,0.2,6.99306,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.03,0.12133333333333333,0.24725274725274723
7:59:36,4,A1,0.211,7.99333,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.035,0.122,0.2868852459016394
8:59:37,4,A1,0.225,8.99361,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.049000000000000016,0.12233333333333334,0.40054495912806554
9:59:38,4,A1,0.235,9.99389,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.059,0.12233333333333334,0.4822888283378746
10:59:38,4,A1,0.239,10.99389,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.063,0.12233333333333334,0.5149863760217983
11:59:40,4,A1,0.238,11.99444,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.062,0.12133333333333333,0.510989010989011
12:59:41,4,A1,0.24,12.99472,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.064,0.12033333333333333,0.5318559556786704
13:59:42,4,A1,0.241,13.995,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.065,0.11866666666666666,0.5477528089887641
14:59:43,4,A1,0.242,14.99528,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.066,0.118,0.5593220338983051
15:59:44,4,A1,0.243,15.99556,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.067,0.11699999999999999,0.5726495726495727
16:59:44,4,A1,0.246,16.99556,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07,0.11599999999999999,0.6034482758620691
17:59:44,4,A1,0.248,17.99556,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07200000000000001,0.11566666666666665,0.6224783861671471
18:59:45,4,A1,0.25,18.99583,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07400000000000001,0.11566666666666665,0.6397694524495678
19:59:47,4,A1,0.251,19.99639,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07500000000000001,0.11566666666666665,0.6484149855907783
20:59:48,4,A1,0.252,20.99667,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07600000000000001,0.11533333333333333,0.6589595375722545
21:59:49,4,A1,0.253,21.99694,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07700000000000001,0.11566666666666665,0.665706051873199
22:59:50,4,A1,0.254,22.99722,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.07800000000000001,0.11566666666666665,0.6743515850144094
23:59:51,4,A1,0.256,23.9975,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.08000000000000002,0.11633333333333333,0.687679083094556
24:59:52,4,A1,0.258,24.99778,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.08200000000000002,0.11699999999999999,0.700854700854701
25:59:53,4,A1,0.259,25.99806,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.08300000000000002,0.11766666666666666,0.7053824362606235
26:59:54,4,A1,0.26,26.99833,SPL1,4 - SPL1,A,1,SFP,20,128.0,29.19296,0.176,0.08400000000000002,0.11833333333333333,0.7098591549295776
